district,state,lat,lon,population,urbanity,fp_unmet_pct,institutional_birth_pct,csection_pct,anaemia_pct
Gwalior,Madhya Pradesh,26.11268,78.15498,null,null,13.4,94.8,20.3,62.5
Hazaribag,Jharkhand,24.00373,85.35826,null,null,null,null,null,null
Undera,Gujarat,22.30808,73.15721,null,null,null,null,null,null
Durgapur Abl Township,West Bengal,22.85448,88.75343,null,null,null,null,null,null
Perinthalmanna,Kerala,11.01789,76.26477,null,null,null,null,null,null
Padrauna Ahirauli Buzurg,Kushinagar,26.39049,80.31165,null,null,null,null,null,null
Jind,Haryana,29.22519,76.40745,null,null,5.4,98.7,14.5,59.6
Dhule,Maharashtra,20.90388,74.78178,null,null,null,null,null,null
Bagru,Rajasthan,26.8116,75.57366,null,null,null,null,null,null
Supa,Maharashtra,18.99561,75.74156,null,null,null,null,null,null
Karimnagar,Telangana,18.25735,79.06059,null,null,10.0,98.4,82.4,61.1
Sangrur,Punjab,30.25553,75.83581,null,null,12.3,94.7,36.2,52.6
Basti,Uttar Pradesh,26.81818,82.50639,null,null,11.1,93.2,11.6,39.9
Pollachi,Tamil Nadu,11.00393,77.35381,null,null,null,null,null,null
Seoni,Madhya Pradesh,22.09273,79.54002,null,null,4.4,94.8,15.9,59.9
Sirhind,Punjab,30.61792,75.59727,null,null,null,null,null,null
Baraut,Uttar Pradesh,29.09924,77.25771,null,null,null,null,null,null
Bihar Sharif,Bihar,25.18702,85.51478,null,null,null,null,null,null
Bhosari,Maharashtra,19.2078,73.0954,null,null,null,null,null,null
Khanna,Punjab,30.87443,75.96064,null,null,null,null,null,null
Deoli,Rajasthan,25.75742,75.37213,null,null,null,null,null,null
Jalandhar City,Punjab,31.30554,75.58725,null,null,null,null,null,null
Farrukhabad,Nagladeena Fatehgarh,28.98162,77.70863,null,null,null,null,null,null
Vishrantwadi,Pune,18.57013,73.88232,null,null,null,null,null,null
Sanjay Pally,West Bengal,22.31256,88.66286,null,null,null,null,null,null
Sultanpur Lodhi,Punjab,31.21917,75.19599,null,null,null,null,null,null
Palani,Tamil Nadu,10.45464,77.51913,null,null,null,null,null,null
Sigra,Uttar Pradesh,27.14713,79.49968,null,null,null,null,null,null
Kavital,Karnataka,12.88105,74.85313,null,null,null,null,null,null
Ponda,Goa,15.39225,74.00517,null,null,null,null,null,null
Wardha,Maharashtra,20.71756,78.57705,null,null,null,null,null,null
Meerut Cantt,Uttar Pradesh,28.06602,77.87094,null,null,null,null,null,null
Aragonda,Andhra Pradesh,13.28271,78.95566,null,null,null,null,null,null
Nerul,Navi-mumbai,19.03022,73.02251,null,null,null,null,null,null
Sahibzada Ajit Singh Nagar,Punjab,31.10969,76.3452,null,null,4.7,97.4,34.6,59.5
Visavadar,Gujarat,21.38325,70.66792,null,null,null,null,null,null
Alleppey,Kerala,9.79613,76.30229,null,null,null,null,null,null
Niwana,Rajasthan,27.34734,74.26019,null,null,null,null,null,null
Panchkula,Chandigarh,30.67765,76.86449,null,null,null,null,null,null
Lucknow,Gomti Nagar,26.80488,81.00986,null,null,null,null,null,null
Bhogpur,Punjab,31.81935,75.20557,null,null,null,null,null,null
Navalgund,Karnataka,12.83087,75.4132,null,null,null,null,null,null
Pandikkad,Malappuram District,10.99462,76.43854,null,null,null,null,null,null
Ulwe,Maharashtra,18.96983,73.02262,null,null,null,null,null,null
Kovvur,West Godavari,17.01421,81.73264,null,null,null,null,null,null
Lakhanpur,Uttar Pradesh,26.49226,80.28403,null,null,null,null,null,null
Kompally,Hyderabad,17.52136,78.48271,null,null,null,null,null,null
Champhai,Mizoram,23.48079,93.30976,null,null,11.2,96.7,6.6,25.7
Thoraipakkam,Tamil Nadu,13.10904,80.24194,null,null,null,null,null,null
Bakloh,Himachal Pradesh,32.11097,76.55696,null,null,null,null,null,null
Betageri,Karnataka,15.43312,75.63542,null,null,null,null,null,null
Mohali,Punjab Region,30.73477,76.71638,null,null,null,null,null,null
Siddipet,Telangana,17.54645,78.58405,null,null,9.6,99.7,69.0,56.7
Airoli,Maharashtra,19.15592,72.99802,null,null,null,null,null,null
Ananthapur,Andhra Pradesh,14.68055,77.60312,null,null,null,null,null,null
Sheikhpura,Bihar,25.60555,85.08899,null,null,3.2,89.2,14.6,69.5
Bahalgarh,Haryana,28.69354,76.92892,null,null,null,null,null,null
Kanmajra,Haryana,28.20238,76.61305,null,null,null,null,null,null
Pimple Saudagar,Maharashtra,18.59376,73.79262,null,null,null,null,null,null
Mallikarjunpet,Andhra Pradesh,16.75534,81.68323,null,null,null,null,null,null
Bhopal,M.p.,23.21413,77.4344,null,null,null,null,null,null
Nalasopara East,Maharashtra,16.68633,74.46506,null,null,null,null,null,null
Faizabad,Uttar Pradesh,26.74384,82.06557,null,null,25.9,89.1,21.2,52.3
Indore,Madhya,22.71202,75.90613,null,null,null,null,null,null
Ambur,Tamil Nadu,12.77742,78.71025,null,null,null,null,null,null
Salem,Tamil Nadu,11.71314,78.26229,null,null,5.6,100.0,43.0,46.3
Bhubaneshwar,Odisha,20.26822,85.83904,null,null,null,null,null,null
Visakhapatnam,Andhra Pradesh,17.48418,82.87067,null,null,4.8,95.3,26.5,58.0
Patiala,Punjab,30.33656,76.34512,null,null,7.5,97.3,48.1,65.3
Chinchwad,Maharashtra,18.28194,73.9432,null,null,null,null,null,null
Rewari,Haryana,28.19296,76.67177,null,null,8.5,98.7,26.0,61.8
Thiruvalla,Kerala,9.34283,76.64131,null,null,null,null,null,null
Anantapur,Andhra Pradesh,14.52675,77.85722,null,null,6.4,94.7,22.2,50.5
Jeedimetla,Telangana,17.51661,78.46084,null,null,null,null,null,null
Hanumangarh,Rajasthan,28.2429,75.08039,null,null,6.1,94.9,16.0,60.3
Pattom,Kerala,10.00668,76.31271,null,null,null,null,null,null
Muzaffarnagar,Uttar Pradesh,28.641,78.50575,null,null,5.0,87.0,22.4,46.0
Nagar,Haryana,25.1573,75.85303,null,null,null,null,null,null
Pulikkal,Malappuram,8.56954,76.87941,null,null,null,null,null,null
Sonipat,Haryana,28.97451,77.04642,null,null,4.8,99.7,16.7,53.3
Mysuru,Karnataka,12.31656,76.63947,null,null,null,null,null,null
Ongole,Andhra Pradesh,15.90245,79.71539,null,null,null,null,null,null
Sindhanur,Karnataka,15.15414,76.93088,null,null,null,null,null,null
Saharanpur,Uttar Pradesh,28.83213,78.13544,null,null,4.3,81.7,15.4,41.4
Rugnathpur,Khambha,22.31276,73.22314,null,null,null,null,null,null
Sullia,Karnataka,15.43414,76.38058,null,null,null,null,null,null
Quilon,Kerala,8.92801,76.9072,null,null,null,null,null,null
Pudukkottai,Tamilnadu,10.37911,78.80988,null,null,null,null,null,null
Sri Ganganagar,Rajasthan,29.41462,73.96789,null,null,null,null,null,null
Kalamboli,Maharashtra,19.03926,73.10094,null,null,null,null,null,null
Berhampur,Odisha,19.59489,84.87092,null,null,null,null,null,null
Vellore,Tamil Nadu,12.69329,78.90286,null,null,6.7,99.5,42.4,50.6
Ghatlodiya,Gujarat,23.06631,72.63388,null,null,null,null,null,null
Kalaburagi,Karnataka,17.31522,76.85193,null,null,null,null,null,null
Greenfields,Faridabad,28.4623,77.30214,null,null,null,null,null,null
Nalbari,Assam,26.44166,91.43812,null,null,13.2,91.8,38.7,66.4
Rs Puram,Tamil Nadu,11.01471,76.94879,null,null,null,null,null,null
Jagadhri,Haryana,30.15741,77.30255,null,null,null,null,null,null
Kuttippuram,Kerala,11.25525,75.94046,null,null,null,null,null,null
Sakri,Bihar,26.21977,86.07963,null,null,null,null,null,null
Anjar,"Kutch, Gujarat",23.11068,70.03458,null,null,null,null,null,null
Bahjoi,Uttar Pradesh,28.39059,78.62383,null,null,null,null,null,null
Palai,Kerala,9.67965,76.64394,null,null,null,null,null,null
Latur,Maharashtra,18.60041,76.73827,null,null,null,null,null,null
Tirumangalam,Tamil Nadu,11.00172,77.0302,null,null,null,null,null,null
Aminjikarai Chennai,Tamil Nadu,13.06907,80.22568,null,null,null,null,null,null
Naugarh,Uttar Pradesh,26.77685,83.05354,null,null,null,null,null,null
Pondicherry Bazaar,Pondicherry,11.93252,79.82797,null,null,null,null,null,null
Perumbavoor,Kerala,10.2693,76.52735,null,null,null,null,null,null
Puthur,Kerala,10.74527,76.81611,null,null,null,null,null,null
Gutkar,Himachal Pradesh,31.64286,76.94508,null,null,null,null,null,null
Bhubaneswar,Khordha,20.37248,85.83109,null,null,null,null,null,null
Balotra,Rajasthan,25.83187,72.24306,null,null,null,null,null,null
Kelambakkam,Chennai,12.7867,80.23318,null,null,null,null,null,null
Bidri,Maharashtra,16.7006,74.23825,null,null,null,null,null,null
Coochbehar,West Bengal,26.31968,89.45442,null,null,null,null,null,null
Bahadurgarh,Jhajjar,28.69037,76.94157,null,null,null,null,null,null
Bhatinda,Punjab,30.36787,75.00381,null,null,null,null,null,null
Bidhannagar,West Bengal,22.58291,88.40964,null,null,null,null,null,null
Ranawas,Rajasthan,24.92455,76.29251,null,null,null,null,null,null
Kishanganj,Bihar,26.10265,87.94313,null,null,21.7,54.6,12.1,65.1
Bengaluru East,Karnataka,13.02024,77.72069,null,null,null,null,null,null
Garur,Uttarakhand,32.00858,76.65371,null,null,null,null,null,null
Kolkata,Sector 1 Salt Lake City Sector 1,22.59617,88.40822,null,null,null,null,null,null
Shilaj,Gujarat,23.04855,72.52472,null,null,null,null,null,null
Madanapalle,Andhra Pradesh,13.56034,78.49866,null,null,null,null,null,null
Bhawanipatna,Odisha,19.91174,83.17174,null,null,null,null,null,null
Kalamboli Node,Maharashtra,19.0392,73.09135,null,null,null,null,null,null
Sankarankovil,Tamil Nadu,8.86641,77.83124,null,null,null,null,null,null
Wagholi,Maharashtra,18.58685,73.98891,null,null,null,null,null,null
Mahe,U.t Of Puducherry,11.72012,75.53813,null,null,null,null,null,null
Kasaragod,Kerala,12.50955,74.99374,null,null,12.5,100.0,28.8,35.4
Yerramukkapalli,Andhra Pradesh,14.39744,78.38196,null,null,null,null,null,null
Sujawalpur,Bihar,25.96564,85.56439,null,null,null,null,null,null
Ratlam,Madhya Pradesh,23.33353,75.04483,null,null,7.0,95.2,12.3,59.5
Korattur,Tamil Nadu,13.10915,80.18289,null,null,null,null,null,null
Jabalpur,Central India,23.17617,79.93145,null,null,null,null,null,null
Laxmi Nagar,Delhi,28.643,77.28151,null,null,null,null,null,null
Raigarh,Chhattisgarh,21.88936,83.40857,null,null,10.3,87.7,18.9,62.2
Seppa,Arunachal Pradesh,27.35304,93.04319,null,null,null,null,null,null
Nimrana,Rajasthan,27.97547,76.39139,null,null,null,null,null,null
Berhampur,Ganjam,19.31567,84.79056,null,null,null,null,null,null
Atmakuru,Andhra Pradesh,16.43426,80.56652,null,null,null,null,null,null
Santalpur,Gujarat,22.7213,74.32961,null,null,null,null,null,null
Dhulian,West Bengal,24.66238,87.94431,null,null,null,null,null,null
Santacruz (w),Mumbai,19.07802,72.83745,null,null,null,null,null,null
Madhepura,Bihar,25.91493,86.78669,null,null,11.1,75.0,3.0,65.7
Sursand,Bihar,26.64996,85.71866,null,null,null,null,null,null
Khajaguda,Telangana,17.41809,78.36563,null,null,null,null,null,null
Kundli,Delhi Ncr,28.91023,77.12168,null,null,null,null,null,null
Chilakaluripet,Andhra Pradesh,16.0929,80.16814,null,null,null,null,null,null
Nerul,Maharashtra,19.03907,73.01622,null,null,null,null,null,null
Wayanad,Kerala,11.61429,76.0789,null,null,5.6,100.0,25.7,26.9
Ponnamaravathi West,Tamil Nadu,10.27705,78.54311,null,null,null,null,null,null
Sultan Bathery,Kerala,11.66346,76.2538,null,null,null,null,null,null
Kundrathur,Tamil Nadu,12.9976,80.09888,null,null,null,null,null,null
Nandyal,Andhra Pradesh,15.83318,78.04861,null,null,null,null,null,null
Nagpur,Maharashtra,20.74133,78.35026,null,null,null,null,null,null
Anna Nagar,Tamil Nadu,13.08207,80.21636,null,null,null,null,null,null
Delhi,Nct Of Delhi,28.66973,77.30891,null,null,null,null,null,null
Mysore,Karnataka,12.4391,76.25317,null,null,5.6,100.0,43.7,48.0
Siliguri,West Bengal,26.39029,88.37933,null,null,null,null,null,null
Silchar,Assam,24.80072,92.79738,null,null,null,null,null,null
Virar West,Maharashtra,19.45625,72.80458,null,null,null,null,null,null
Kollam,Kerala,8.96277,76.62147,null,null,11.9,100.0,49.1,36.0
Borgaon,Maharashtra,18.34387,74.02951,null,null,null,null,null,null
Edarikode,Kerala,9.48871,76.33327,null,null,null,null,null,null
Vadapalani,Tamil Nadu,13.06865,80.20555,null,null,null,null,null,null
Pimpri-chinchwad,Maharashtra,18.90566,74.47129,null,null,null,null,null,null
Amreli,Gujarat,21.60312,71.2175,null,null,9.5,90.1,18.7,50.0
Tezpur,Assam,26.6354,92.79611,null,null,null,null,null,null
Jalna,Maharashtra,19.47026,75.73438,null,null,null,null,null,null
Parbhani,New Mondha,19.26148,76.77135,null,null,null,null,null,null
Dombivli East,Thane,18.3682,73.4864,null,null,null,null,null,null
Navsari,Gujarat,21.20198,72.73301,null,null,6.5,99.3,26.5,68.7
Rampura Phul,Punjab,31.33434,75.58366,null,null,null,null,null,null
Hansi,Haryana,29.34452,76.04798,null,null,null,null,null,null
Airoli,Navi Mumbai,18.40424,76.54736,null,null,null,null,null,null
Mandvi,Kutch,22.83615,69.36057,null,null,null,null,null,null
Hubli,Dharwad,15.35509,75.14035,null,null,null,null,null,null
Kalwa,Maharashtra,19.19215,72.98706,null,null,null,null,null,null
Tinsukia,Assam,27.37942,95.21627,null,null,11.0,82.6,26.5,72.8
Anuppur,Madhya Pradesh,23.16062,79.9286,null,null,8.2,84.8,13.7,52.6
Srinagar,Jammu & Kashmir,29.26428,79.20182,null,null,4.7,99.2,59.4,51.7
Channapatna,"Ramanagara District, Karnataka",12.6299,77.11516,null,null,null,null,null,null
Puducherry,Puducherry,11.95377,79.80246,null,null,11.4,99.5,32.1,56.8
Thiruvanathapuram,Kerala,8.51604,76.92729,null,null,null,null,null,null
Aranthangi,Tamil Nadu,11.66118,78.19203,null,null,null,null,null,null
Margao,Goa,15.27791,73.95915,null,null,null,null,null,null
Manamelkudi,Tamil Nadu,9.92367,78.14359,null,null,null,null,null,null
Salar,West Bengal,26.7089,88.43021,null,null,null,null,null,null
Nimtita,West Bengal,22.59468,88.35703,null,null,null,null,null,null
Rourkela,Orissa,22.22473,84.82509,null,null,null,null,null,null
New Delhi,Nct,28.55415,77.2286,null,null,null,null,null,null
Auraiya,Uttar Pradesh,27.93519,80.7881,null,null,18.7,90.1,8.0,39.1
Rudrapur,Uttarakhand,28.77564,79.40196,null,null,null,null,null,null
Dholpur,Rajasthan,26.15689,75.7784,null,null,null,null,null,null
Badlapur West,Maharashtra,19.16813,73.237,null,null,null,null,null,null
Bhuj,Gujarat,23.23895,69.66022,null,null,null,null,null,null
Bhuldhana,Maharashtra,20.53613,76.17349,null,null,null,null,null,null
Kudasan,Gujarat,23.17927,72.63268,null,null,null,null,null,null
Ambikapur,Chhattisgarh,22.57645,82.75615,null,null,null,null,null,null
Nathdwara,Rajasthan,24.73916,73.74356,null,null,null,null,null,null
Allinagaram,Tamil Nadu,10.02298,77.47986,null,null,null,null,null,null
Dadri,Uttar Pradesh,26.90889,80.25675,null,null,null,null,null,null
Uchgaon,Maharashtra,19.99143,73.73488,null,null,null,null,null,null
Dehradun City,Uttarakhand,30.32414,78.03335,null,null,null,null,null,null
Kolathur,Tamil Nadu,13.12034,80.21812,null,null,null,null,null,null
Chhatarpur,Madhya Pradesh,24.95559,79.17622,null,null,6.4,85.2,11.0,63.5
Punit Nagar Palghar,Maharashtra,19.70023,72.77106,null,null,null,null,null,null
Kukatpally,Hyderabad,17.50347,78.39264,null,null,null,null,null,null
Kopargaon,Maharashtra,19.88455,74.47368,null,null,null,null,null,null
Rasra,Uttar Pradesh,25.41281,78.56603,null,null,null,null,null,null
Rajamahendravaram,Andhra Pradesh,16.22372,80.53605,null,null,null,null,null,null
Tilak Nagar,Delhi,28.67178,77.11095,null,null,null,null,null,null
Bhildar,Maharashtra,21.35975,80.38728,null,null,null,null,null,null
Changanacherry,Kottayam,9.44936,76.54367,null,null,null,null,null,null
Poolacode,Kerala,11.29586,75.94762,null,null,null,null,null,null
Gautam Buddha Nagar,Uttar Pradesh,28.59591,77.33368,null,null,5.3,86.6,19.8,59.4
Kot Kapura,Punjab,30.58579,74.82133,null,null,null,null,null,null
Ravet,Pimpri-chinchwad,18.65708,73.75439,null,null,null,null,null,null
Jehangirabad,Madhya Pradesh,24.64725,77.33115,null,null,null,null,null,null
Nilanga,Latur,18.12901,76.75043,null,null,null,null,null,null
Porbandar,Gujarat,21.52364,70.11898,null,null,7.7,100.0,19.2,47.6
Jabalpur,M.p.,23.17443,79.94684,null,null,null,null,null,null
Kodinar,Gujarat,20.83496,70.68169,null,null,null,null,null,null
Sehore,Mp,23.19807,77.0832,null,null,null,null,null,null
Lashkar,Madhya Pradesh,26.23659,78.21019,null,null,null,null,null,null
Cheruvannur,Kerala,8.61998,76.88899,null,null,null,null,null,null
Theni,Tamil Nadu,10.0062,77.55371,null,null,7.3,100.0,43.7,41.2
Nullipady,Kerala,12.51159,74.99824,null,null,null,null,null,null
Bikramganj,Bihar,25.5602,84.64941,null,null,null,null,null,null
Mahalung,Malshiras,21.54075,74.47292,null,null,null,null,null,null
New Town,Kolkata,22.49322,88.40028,null,null,null,null,null,null
Padadhari,Gujarat,22.94701,73.33604,null,null,null,null,null,null
Erode,Tamilnadu,11.38358,77.54471,null,null,null,null,null,null
Gondia,Maharashtra,21.45293,80.19604,null,null,null,null,null,null
Utran,Gujarat,21.22935,72.86612,null,null,null,null,null,null
Prayagraj,Up,25.45439,81.85712,null,null,null,null,null,null
Chirala,Andhra Pradesh,15.8251,80.35249,null,null,null,null,null,null
Chevella,Telangana,17.32617,78.60645,null,null,null,null,null,null
Chethalloor,Kerala,10.94073,76.33772,null,null,null,null,null,null
Meyyanur,Tamil Nadu,11.67583,78.12973,null,null,null,null,null,null
Pandharpur,Maharashtra,17.66869,75.31569,null,null,null,null,null,null
Sadabad,Uttar Pradesh,27.55901,80.69617,null,null,null,null,null,null
Kandivali (e),Mumbai,19.19947,72.85643,null,null,null,null,null,null
Karimpanapalam,Kerala,11.58614,75.59422,null,null,null,null,null,null
Nattakom,Kerala,9.55789,76.51287,null,null,null,null,null,null
Mallarpur,"Birbhum, West Bengal",24.0761,87.73025,null,null,null,null,null,null
Tosham,Haryana,28.68056,76.62254,null,null,null,null,null,null
Vasai West,Thane,19.35,72.8,null,null,null,null,null,null
Mancherial,Telangana,18.87146,79.44345,null,null,11.3,90.1,67.9,56.7
Pulwama,Jammu And Kashmir,33.87842,74.8998,null,null,null,null,null,null
Dahisar West,Mumbai,19.25485,72.85461,null,null,null,null,null,null
Dabwali Mandi,"Sirsa, Haryana",29.96349,74.70631,null,null,null,null,null,null
Parbhani,Maharashtra,19.26073,76.77614,null,null,null,null,null,null
Ambawadi,Gujarat,23.02708,72.54419,null,null,null,null,null,null
Baripada,Odisha,21.93395,86.72752,null,null,null,null,null,null
Nizamabad,Telangana,18.43274,78.44583,null,null,9.4,97.3,66.7,57.0
Paddar,Jammu And Kashmir,33.26791,76.17216,null,null,null,null,null,null
Raysan,Gujarat,23.16328,72.63675,null,null,null,null,null,null
Salem,Tamilnadu,11.62525,78.14511,null,null,null,null,null,null
Mira Road,Maharashtra,17.66367,75.91805,null,null,null,null,null,null
Moradabad,Uttar Prades H,28.8782,78.74002,null,null,null,null,null,null
Puttur Town,Andhra Pradesh,13.44059,79.55028,null,null,null,null,null,null
Hinjewadi,Maharashtra,18.5915,73.74355,null,null,null,null,null,null
Shamshabad,Telangana,17.35133,78.38922,null,null,null,null,null,null
Roadpali,Maharashtra,19.03935,73.09607,null,null,null,null,null,null
Patna,Bihar,25.60452,85.12772,null,null,15.0,89.1,22.0,67.1
Amritsar,Punjab,31.37598,74.98194,null,null,9.7,95.9,43.3,52.1
Lucknow,Uttar Pradesh,26.15211,80.51227,null,null,15.7,91.3,36.7,55.8
Kelambakkam,Tamil Nadu,12.79975,80.2154,null,null,null,null,null,null
Jabalpur,Madhya Pradesh,23.20118,79.40204,null,null,2.9,94.7,7.2,48.9
Rajkot,Gujarat,22.21941,70.95243,null,null,6.2,99.3,24.7,60.5
Udaipur,Rajasthan,25.06602,73.91136,null,null,4.4,96.1,7.3,60.5
"Kalyan, Bhandup, Borivali (e), Dadar (w), Ghatkopar, Panvel, Thane, Vashi, Virar",Maharashtra,17.65792,75.9055,null,null,null,null,null,null
Panvel,Maharashtra,18.98964,73.10372,null,null,null,null,null,null
Patan,Gujarat,23.85122,72.1282,null,null,11.2,98.6,18.9,59.8
Karur,Tamil Nadu,11.10265,78.27215,null,null,7.5,100.0,47.8,65.0
Nirman Vihar,Delhi,28.61298,77.28862,null,null,null,null,null,null
Varthur,Karnataka,12.94118,77.74628,null,null,null,null,null,null
Maninagar,Ahmedabad,21.184,72.81389,null,null,null,null,null,null
Satellite,Gujarat,22.11462,72.66545,null,null,null,null,null,null
Kozhikode,Kerala,11.2777,75.81066,null,null,9.6,100.0,45.7,29.8
Erode,Erode,11.325,77.68226,null,null,null,null,null,null
Dahegam,Gujarat,23.07058,72.5385,null,null,null,null,null,null
Barpeta,Assam,26.3244,90.98489,null,null,12.3,87.6,12.7,64.8
Turuvekere,Karnataka,13.04797,77.49973,null,null,null,null,null,null
Gaighat,Uttar Pradesh,25.28736,83.00149,null,null,null,null,null,null
Kumbakonam,Tamil Nadu,10.96075,79.38731,null,null,null,null,null,null
Arcot,Tamil Nadu,10.35194,77.96632,null,null,null,null,null,null
Gharunda,Haryana,30.4758,77.12207,null,null,null,null,null,null
Vashi,Navi Mumbai,19.05909,72.94746,null,null,null,null,null,null
Dona Paula,Goa,15.45999,73.81332,null,null,null,null,null,null
Bela Town,Uttar Pradesh,25.91967,81.99117,null,null,null,null,null,null
Jalandhar Cant,Punjab,31.31154,75.62969,null,null,null,null,null,null
Shibpur,Howrah,22.56685,88.32344,null,null,null,null,null,null
Chatrapati Sambhaji Nagar,Maharashtra,19.87787,75.34477,null,null,null,null,null,null
Hosur,Tamil Nadu,12.54747,77.81628,null,null,null,null,null,null
Pakho Kaichian,Punjab,30.90617,75.89505,null,null,null,null,null,null
Arvi,Maharashtra,19.89997,75.56439,null,null,null,null,null,null
Nikol,Ahmedabad,23.04794,72.66566,null,null,null,null,null,null
Perintalmanna,Malappuram,10.97964,76.22601,null,null,null,null,null,null
Sri Muktsar Sahib,Punjab,30.58915,74.75785,null,null,null,null,null,null
Modasa,Gujarat,22.81606,70.83313,null,null,null,null,null,null
Kamshet,Maharashtra,18.70435,73.68237,null,null,null,null,null,null
Ghazipur,Uttar Pradesh,25.57449,83.55695,null,null,13.4,88.3,10.9,45.7
Pune,Chikhali,18.68095,73.80809,null,null,null,null,null,null
Cuddalore,Tamil Nadu,11.75801,79.7581,null,null,9.2,99.2,51.4,58.6
Rupnagar,Punjab,31.05355,76.27994,null,null,10.8,97.8,39.5,64.5
Miraj,Maharashtra,16.83326,74.63644,null,null,null,null,null,null
Jhalawar,Rajasthan,25.49533,75.49289,null,null,6.8,98.3,8.6,51.5
Kolar,Karnataka,13.09061,78.03434,null,null,5.1,99.6,42.1,43.6
Ahmedgarh,Punjab,30.81235,75.17026,null,null,null,null,null,null
Kakinada,Andhra Pradesh,16.97574,82.23306,null,null,null,null,null,null
Bangarapet,Karnataka,12.99245,78.17808,null,null,null,null,null,null
Ramanattukara,Kerala,10.54618,76.21454,null,null,null,null,null,null
Belgum,Karnataka,15.85536,74.51161,null,null,null,null,null,null
Tirur,Kerala,10.51445,76.202,null,null,null,null,null,null
Patan,Chhattisgarh,21.53497,82.16518,null,null,null,null,null,null
Krishnagiri,Tamil Nadu,12.43417,78.21291,null,null,4.9,99.6,31.9,44.0
Mokokchung,Nagaland,26.32493,94.52584,null,null,6.4,51.5,3.8,25.0
Pandalam,Kerala,9.22523,76.6772,null,null,null,null,null,null
Nilambur,Kerala,11.27995,76.22862,null,null,null,null,null,null
Kadugodi,Karnataka,13.00579,77.75685,null,null,null,null,null,null
Mirzapur-cum-vindhyachal,Uttar Pradesh,25.59233,83.00092,null,null,null,null,null,null
Naharlagun,Arunachal Pradesh,27.10401,93.69106,null,null,null,null,null,null
Patila,Jharkhand,23.44176,84.68779,null,null,null,null,null,null
Kakkanad,Kerala,10.01068,76.34308,null,null,null,null,null,null
Vardhaman Manik Chowk,Ahmednagar,17.30869,76.64063,null,null,null,null,null,null
Kyatasandra,Karnataka,13.31427,77.14401,null,null,null,null,null,null
Yamuna Nagar,Haryana,30.14052,77.28754,null,null,null,null,null,null
Jaipur Division,Rajasthan,26.85648,75.79723,null,null,null,null,null,null
Chehari,Uttar Pradesh,27.14181,83.5654,null,null,null,null,null,null
Mira Bhayandar,Maharashtra,19.28144,72.86428,null,null,null,null,null,null
Delhi,Haryana,28.98119,77.01881,null,null,null,null,null,null
Chakghat,Madhya Pradesh,24.92235,81.84467,null,null,null,null,null,null
Banki,Odisha,21.76439,85.97333,null,null,null,null,null,null
Paota - Jodhpur,Rajasthan,26.26507,73.04356,null,null,null,null,null,null
Sawangi,Maharashtra,20.71542,78.57306,null,null,null,null,null,null
Kishangarh,Ajmer,26.49524,74.70662,null,null,null,null,null,null
Gachibowli,Telangana,17.40073,78.41313,null,null,null,null,null,null
Munger,Bihar,25.37808,86.48476,null,null,10.3,93.2,21.8,71.4
Malviya Nagar,Delhi,28.5372,77.21496,null,null,null,null,null,null
Kondapur,Hyderabad,17.49514,78.33925,null,null,null,null,null,null
Chaluvayal,"Pallikulam, Post Chirakkal, Kannur District, Kerala",11.9593,75.39476,null,null,null,null,null,null
Cuddalore,Tamilnadu,8.80169,78.14188,null,null,null,null,null,null
Kabilpore,Gujarat,20.94648,72.96516,null,null,null,null,null,null
Kharghar,Navi Mumbai,19.04815,73.06505,null,null,null,null,null,null
Thiruvanmiyur,Chennai,12.98615,80.26141,null,null,null,null,null,null
Rajpura Town,Punjab,30.47909,76.5842,null,null,null,null,null,null
Khalilabad,Uttar Pradesh,28.63073,77.42651,null,null,null,null,null,null
Siddhpur,Gujarat,23.92074,72.36668,null,null,null,null,null,null
Rajarhat,West Bengal,22.45447,88.3364,null,null,null,null,null,null
Raiganj,West Bengal,25.61227,88.13391,null,null,null,null,null,null
Kotkapura,Punjab,30.40314,74.88087,null,null,null,null,null,null
Vallabh Vidyanagar,Gujarat,22.54825,72.9234,null,null,null,null,null,null
Bettiah,West Champaran,26.79676,84.49504,null,null,null,null,null,null
Changanassery,Kerala,9.44974,76.54451,null,null,null,null,null,null
Kalyan (east),Maharashtra,19.2244,73.14349,null,null,null,null,null,null
Gurgaon,Haryana,28.51327,76.96521,null,null,7.8,96.7,18.6,67.5
Mumbai,Maharashtra,19.10602,73.04534,null,null,null,null,null,null
Guwahati,Assam,26.15277,91.78963,null,null,null,null,null,null
Unnao,Uttar Pradesh,26.70915,80.71267,null,null,19.1,80.8,18.3,48.9
Pimpri-chinchwad,Pune,18.56434,73.7746,null,null,null,null,null,null
Gandhidham,Gujarat,23.06639,71.32687,null,null,null,null,null,null
Alwar,Rajasthan,27.49364,76.31307,null,null,12.0,91.3,8.8,53.2
Pusegaon,"Satara District, Maharashtra",16.85173,74.57962,null,null,null,null,null,null
Raipur,Chhattisgarh,21.4423,81.53086,null,null,6.1,90.7,24.3,59.1
Delhi,Delhi,28.51276,77.16328,null,null,null,null,null,null
Vizianagaram,Andhra Pradesh,18.06348,83.39745,null,null,6.7,99.0,41.3,64.0
Urmar Tanda,Punjab,30.43526,75.27659,null,null,null,null,null,null
Kolhapur,Maharashtra,16.98542,74.33755,null,null,null,null,null,null
