district,state,lat,lon,population,urbanity,fp_unmet_pct,institutional_birth_pct,csection_pct,anaemia_pct
Ahmedabad,Gujarat,22.93522,72.56891,null,null,null,null,null,null
Chennai,Tamil Nadu,12.79499,79.99739,null,null,6.9,100.0,50.5,50.3
Karnal,Haryana,29.67737,76.87059,null,null,5.4,99.0,18.7,61.9
Kanhangad,Kerala,12.01677,75.4084,null,null,null,null,null,null
Mumbai,Mumbai,19.08679,72.84501,null,null,null,null,null,null
Panchkula,Haryana,29.70261,76.78374,null,null,7.0,97.0,32.7,57.1
Latur,Latur,21.45787,80.19431,null,null,null,null,null,null
Chennai,Chennai,13.09124,80.20105,null,null,null,null,null,null
Hyderabad,Telengana,17.41378,78.42445,null,null,null,null,null,null
Patti,Punjab,31.51993,75.91855,null,null,null,null,null,null
Faridabad,Haryana,28.46604,77.23776,null,null,7.4,92.5,23.5,54.2
Payyanur,Kerala,11.68312,75.50098,null,null,null,null,null,null
Bareilly,Uttar Pradesh,28.16142,79.58904,null,null,5.9,75.1,15.5,60.8
Haldwani,Uttarakhand,29.28808,79.43121,null,null,null,null,null,null
Idar,Gujarat,23.50153,72.04372,null,null,null,null,null,null
Secunderabad,Telangana,17.52497,78.52207,null,null,null,null,null,null
Laheriasarai,Bihar,26.13896,85.90146,null,null,null,null,null,null
Edavanna,Kerala,11.11139,76.11984,null,null,null,null,null,null
Madurai East,Tamil Nadu,9.91351,78.12509,null,null,null,null,null,null
Nagercoil,Tamil Nadu,8.40243,77.45727,null,null,null,null,null,null
Chikhali,Maharashtra,21.11438,79.07146,null,null,null,null,null,null
Ashoknagarh-kalyangarh Kachua More,North 24 Parganas,24.13081,88.00681,null,null,null,null,null,null
Rahimatpur,Maharashtra,18.17128,73.00452,null,null,null,null,null,null
Nanded,Maharashtra,19.17757,76.78302,null,null,null,null,null,null
Rau Pusa,Bihar,25.31589,85.27495,null,null,null,null,null,null
Narela,Delhi,28.85152,77.08685,null,null,null,null,null,null
Mohali,Chandigarh,30.694,76.71765,null,null,null,null,null,null
Bihta,Bihar,25.54144,84.85707,null,null,null,null,null,null
Mangaluru,Karnataka,13.44037,74.98742,null,null,null,null,null,null
George Town,Uttar Pradesh,26.91138,80.94778,null,null,null,null,null,null
Dharmapuri,Tamil Nadu,12.13005,78.15141,null,null,8.5,99.6,29.1,42.5
Pathanamthitta,Kerala,9.28032,76.75115,null,null,12.3,99.1,57.6,36.4
Washim,Maharashtra,19.84848,76.0847,null,null,null,null,null,null
Purnea,Bihar,26.0898,86.49137,null,null,null,null,null,null
Sonepat,Haryana,28.92745,76.73367,null,null,null,null,null,null
Dombivli(w),Maharashtra,19.22248,73.0842,null,null,null,null,null,null
Chakan,Maharashtra,20.06636,78.94324,null,null,null,null,null,null
Athani,Karnataka,16.72785,75.05983,null,null,null,null,null,null
Boden,Odisha,21.58944,83.42685,null,null,null,null,null,null
Gopalganj,Bihar,26.43071,84.46751,null,null,19.4,85.9,9.1,53.8
Bayad,Gujarat,23.1594,71.67884,null,null,null,null,null,null
Changaramkulam,Kerala,10.72823,76.01421,null,null,null,null,null,null
Hardoi,Uttar Pradesh,27.39358,80.13559,null,null,13.4,73.9,7.0,59.7
Amravati,Amravati,20.93645,77.77058,null,null,null,null,null,null
Pavaratty,Kerala,10.56487,76.06201,null,null,null,null,null,null
Ottappalam,Palakkad,10.77951,76.37881,null,null,null,null,null,null
Kandivali West,Mumbai,19.21146,72.8407,null,null,null,null,null,null
Dharwad,Karnataka,14.41221,75.54548,null,null,6.3,99.7,29.9,52.1
Bijnor,Uttar Pradesh,29.38106,78.13807,null,null,5.0,83.7,22.4,46.0
Chandannagar,West Bengal,22.76703,88.52151,null,null,null,null,null,null
Pinjore,Haryana,30.80178,76.91651,null,null,null,null,null,null
Sas Nagar,Punjab,30.69853,76.70901,null,null,null,null,null,null
Greater Noida,"Ghaziabad, Uttar Pradesh",28.43328,77.48972,null,null,null,null,null,null
Pathanapuram,Kollam,11.93912,75.34792,null,null,null,null,null,null
Hastsal,Delhi,28.69138,77.07028,null,null,null,null,null,null
Sirkali,Tamil Nadu,10.96225,78.0962,null,null,null,null,null,null
Punawale,Maharashtra,19.20365,73.18629,null,null,null,null,null,null
Jamtara,Jharkhand,23.37991,85.30955,null,null,9.9,75.4,13.4,77.7
Iritty,Kerala,11.98267,75.67661,null,null,null,null,null,null
Malakpet,Telangana,17.36848,78.51752,null,null,null,null,null,null
Semmandalam,Tamil Nadu,11.76102,79.75409,null,null,null,null,null,null
Calangute,Goa,15.53873,73.76399,null,null,null,null,null,null
Etawah,Uttar Pradesh,26.78894,78.99627,null,null,8.3,85.2,11.2,57.4
Palampur,Himachal Pradesh,32.10028,76.53212,null,null,null,null,null,null
Kallakkurichi,Tamil Nadu,12.23063,79.64931,null,null,null,null,null,null
Mainpuri,Uttar Pradesh,27.22031,78.75906,null,null,4.4,82.7,8.2,57.8
Kanke,Jharkhand,23.43013,85.33479,null,null,null,null,null,null
Gandhinagar,"Jammu, J&k",32.70167,74.85759,null,null,null,null,null,null
Burhanpur,Burhanpur,21.28583,76.20188,null,null,null,null,null,null
Mehsana,Gujarat,25.79989,71.71875,null,null,null,null,null,null
Gonda,Uttar Pradesh,27.13947,81.97125,null,null,24.5,81.8,11.0,49.3
Chennai,Tamil Nadu; Tamil Nadu; Karnataka; Telangana,13.06151,80.25013,null,null,null,null,null,null
Mogra,West Bengal,22.98404,88.3709,null,null,null,null,null,null
Gopalgarh,Rajasthan,27.22416,77.49895,null,null,null,null,null,null
Mandsaur,Madhya Pradesh,24.07082,75.0697,null,null,8.7,99.4,18.5,56.7
Nagar Untari,Jharkhand,23.41883,85.41132,null,null,null,null,null,null
North Lakhimpur,Assam,27.24559,94.1054,null,null,null,null,null,null
Ariyankuppam,Puducherry,11.89002,79.80768,null,null,null,null,null,null
Kojra,Rajasthan,27.80099,76.63845,null,null,null,null,null,null
Chakdaha,West Bengal,23.07352,88.53565,null,null,null,null,null,null
Nurmahal,Punjab,31.36949,75.38422,null,null,null,null,null,null
Mettur,Tamil Nadu,11.78739,77.80105,null,null,null,null,null,null
Purnia,Bihar,25.78408,87.47195,null,null,20.2,68.9,7.1,66.0
Meerut City,U.p.,28.98189,77.70842,null,null,null,null,null,null
Mumbai,Ms,18.95855,72.80969,null,null,null,null,null,null
Adarsh Nagar,Delhi,28.71664,77.17104,null,null,null,null,null,null
Manganam,Kerala,9.57015,76.56311,null,null,null,null,null,null
Puri,Odisha,19.8055,85.83741,null,null,7.3,97.7,35.3,63.3
Obra,Bihar,25.59967,85.15939,null,null,null,null,null,null
Nakodar,Punjab,31.22215,75.7644,null,null,null,null,null,null
Tukum,Maharashtra,19.9738,79.30499,null,null,null,null,null,null
Yerawada,Maharashtra,18.55321,73.89902,null,null,null,null,null,null
Dasnagar,West Bengal,22.60163,88.3159,null,null,null,null,null,null
Darya Ganj,Delhi,28.64432,77.23874,null,null,null,null,null,null
Tholuzham,Kerala,9.26667,76.78329,null,null,null,null,null,null
Murickassery Post,Idukki,9.66494,77.15872,null,null,null,null,null,null
Mylapore,Chennai,13.03323,80.26045,null,null,null,null,null,null
Bhadrak,Odisha,21.05332,86.49335,null,null,11.8,96.1,28.7,64.0
Khammam Town,Telangana,17.25203,80.13872,null,null,null,null,null,null
Brahmapuri,Maharashtra,20.60783,79.85587,null,null,null,null,null,null
Parumala,Kerala,9.32701,76.53947,null,null,null,null,null,null
Veraval,Gujarat,21.48083,70.17415,null,null,null,null,null,null
Gondal,Gujarat,21.97724,70.79552,null,null,null,null,null,null
Bilaspur,Uttar Pradesh,28.90956,79.30492,null,null,null,null,null,null
Anantnag,Kashmir,33.73473,75.1653,null,null,null,null,null,null
Manapparai,Tamil Nadu,10.60393,78.41696,null,null,null,null,null,null
Kadi,Gujarat,23.30094,72.32772,null,null,null,null,null,null
Srinagar,Kashmir,34.04022,74.78908,null,null,null,null,null,null
Jalandhar Cantt & Jalandhar City,Punjab,30.91274,75.81496,null,null,null,null,null,null
Khammam,Telangana,17.24993,80.14,null,null,3.3,97.9,69.2,62.4
Najibabad,Uttar Pradesh,29.60734,78.34261,null,null,null,null,null,null
Dankuni Chanditala,Hooghly,22.69528,88.25765,null,null,null,null,null,null
Pallikaranai,Tamil Nadu,12.93029,80.20295,null,null,null,null,null,null
Kanpur,Uttar Pradesh,26.58595,80.24711,null,null,null,null,null,null
Anklav,Gujarat,20.3839,72.91209,null,null,null,null,null,null
Bangalore,Gadag,15.4315,75.6404,null,null,null,null,null,null
Puttaparthi,Andhra Pradesh,14.87613,78.66988,null,null,null,null,null,null
Lalitpur,Uttar Pradesh,24.69561,78.41252,null,null,7.4,90.8,6.4,38.1
Attur,Tamil Nadu,11.3638,78.19999,null,null,null,null,null,null
Rajahmundry,Andhra Pradesh,17.00438,81.787,null,null,null,null,null,null
Davanagere,Karnataka,13.98063,76.45336,null,null,11.5,98.3,39.8,51.7
Navi Mumbai,Maharashtra,19.07755,73.26924,null,null,null,null,null,null
Ponparappi,Tamil Nadu,10.82405,78.68387,null,null,null,null,null,null
Punalur,Kerala,9.23349,76.66376,null,null,null,null,null,null
Sonbhadra,Uttar Pradesh,29.35388,77.55164,null,null,11.6,76.8,11.8,44.5
Hissar,Haryana,29.14279,75.72389,null,null,null,null,null,null
Perumanoor,Kerala,10.76168,76.10068,null,null,null,null,null,null
Handwara,Kupwara,34.23559,74.56023,null,null,null,null,null,null
Kankhal,"Haridwar, Uttarakhand",29.93289,78.14812,null,null,null,null,null,null
Belagavi,Karnataka,15.83902,74.51134,null,null,null,null,null,null
Tirupur,Tamil Nadu,11.1636,77.31037,null,null,null,null,null,null
Chandpur,Uttar Pradesh,26.4118,80.30478,null,null,null,null,null,null
Azamgarh,Uttar Pradesh,26.79273,81.97142,null,null,20.7,93.2,16.8,54.3
Ratnagiri,Maharashtra,17.49084,73.2691,null,null,null,null,null,null
Ahmednagar,Maharashtra,18.94491,74.61935,null,null,null,null,null,null
Muzaffarpur,Bihar,26.0617,85.27656,null,null,12.1,72.5,10.5,58.9
Hooghly,West Bengal,22.75296,88.34017,null,null,null,null,null,null
Kunnamkulam,Kerala,9.91706,76.36167,null,null,null,null,null,null
Beerwah,Jammu And Kashmir,34.37675,74.30767,null,null,null,null,null,null
Kalol,Gujarat,22.873,71.93367,null,null,null,null,null,null
Bikaner,Rajasthan,28.02213,73.32524,null,null,4.6,90.0,8.1,58.9
Manjeri Kla,Kerala,10.76612,76.65497,null,null,null,null,null,null
Narnaul,Haryana,28.05578,76.1069,null,null,null,null,null,null
Ramanathapuram,Tamil Nadu,9.55523,78.61603,null,null,7.9,99.6,47.5,53.6
Dimapur,Nagaland,25.8925,93.72604,null,null,14.3,73.7,14.6,34.7
Vavilalapally,Telangana,18.44901,79.12697,null,null,null,null,null,null
Solapur,Maharashtra,17.6481,75.90502,null,null,null,null,null,null
Moga,Punjab,30.81893,75.16193,null,null,8.0,93.0,27.3,54.4
Idukki,Kerala,11.63773,75.58847,null,null,9.4,100.0,40.3,32.0
Kalkaji,Delhi,28.56561,77.24434,null,null,null,null,null,null
Ongole,Prakasam,16.26951,80.90996,null,null,null,null,null,null
Hanumanganj,Uttar Pradesh,27.49986,77.64374,null,null,null,null,null,null
Kalamboli,Navi Mumbai,19.01442,73.11351,null,null,null,null,null,null
Bhavnagar,Gujarat,21.83342,71.97287,null,null,15.5,94.2,23.7,49.4
Mallappally,Kerala,10.80427,76.18478,null,null,null,null,null,null
Kuchaman City,Rajasthan,27.14842,74.85732,null,null,null,null,null,null
Cuttack,Orissa,20.47124,85.89514,null,null,null,null,null,null
Mumbai,Palghar,19.36449,72.80482,null,null,null,null,null,null
Uttarpara,West Bengal,22.66677,88.35023,null,null,null,null,null,null
Thiruvananthapuram,Thiruvananthapuram,8.87482,76.85223,null,null,null,null,null,null
Neemuch,Madhya Pradesh,24.46687,74.87223,null,null,7.6,97.5,13.5,50.3
Aundh,Maharashtra,18.5592,73.80992,null,null,null,null,null,null
Kanpur,Azad Nagar,28.6546,77.36687,null,null,null,null,null,null
Taloda,Maharashtra,19.07045,73.08957,null,null,null,null,null,null
Malappuram,Kerala,11.09007,76.05812,null,null,13.8,100.0,25.5,34.7
Tiruchendur,Tamil Nadu,8.42722,78.03094,null,null,null,null,null,null
Nalasopara West,Maharashtra,19.42041,72.81598,null,null,null,null,null,null
Perundurai,Tamil Nadu,11.27012,78.11221,null,null,null,null,null,null
Medavakkam,St.thomas Mount,11.01236,76.96243,null,null,null,null,null,null
Ettumanoor,Kerala,10.14479,76.42488,null,null,null,null,null,null
Alathur,Kerala,12.0162,75.24895,null,null,null,null,null,null
Adhewada,Bhavnagar,21.61601,72.13811,null,null,null,null,null,null
Dum Dum,West Bengal,22.62394,88.4173,null,null,null,null,null,null
Dungarpur,Rajasthan,23.84614,73.71568,null,null,5.9,94.1,5.9,72.6
Nagpur,Nagpur,20.74116,78.59917,null,null,null,null,null,null
Mampad,Kerala,11.24389,76.17879,null,null,null,null,null,null
Bhiwani,Haryana,28.67652,76.27207,null,null,9.3,97.7,13.1,66.4
Kothamangalam,Kerala,10.06459,76.62227,null,null,null,null,null,null
Virar East,Maharashtra,19.45499,72.81966,null,null,null,null,null,null
Khanapuram Haweli,Telangana,18.67379,78.10226,null,null,null,null,null,null
Khanpur,Gujarat,23.03282,72.57809,null,null,null,null,null,null
Nalgonda,Telangana,17.64683,79.47444,null,null,2.0,98.3,65.7,54.3
Sahakaranagar,Karnataka,13.05893,77.58159,null,null,null,null,null,null
Adimali,Kerala,10.01178,76.95794,null,null,null,null,null,null
Trivandrum/neyyattinkara,Thiruvananthapuram,8.50516,76.95163,null,null,null,null,null,null
Mannarkkad,Kerala,10.98378,76.42339,null,null,null,null,null,null
Guwahati,Kamrup,26.1643,91.76907,null,null,null,null,null,null
Goregaon East,Maharashtra,19.17331,72.87405,null,null,null,null,null,null
Japla,Jharkhand,24.54875,84.03799,null,null,null,null,null,null
Shamli,Uttar Pradesh,29.44565,77.31042,null,null,5.6,78.3,11.3,41.7
Bhatinda,Bhatinda,30.21426,74.94247,null,null,null,null,null,null
Ashoknagar,West Bengal,22.83813,88.61844,null,null,null,null,null,null
Sayat,Maharashtra,19.08219,73.15379,null,null,null,null,null,null
Songadh,Gujarat,21.15943,72.83128,null,null,null,null,null,null
Tanda,Uttar Pradesh,28.64466,77.42599,null,null,null,null,null,null
Banda,Uttar Pradesh,25.94212,80.54715,null,null,15.3,89.8,4.2,52.2
Kunnamkulam,Thrissur,10.66007,76.0743,null,null,null,null,null,null
Pathanapuram,Kerala,9.09286,76.8579,null,null,null,null,null,null
Kudasan,Gandhinagar,23.18484,72.63266,null,null,null,null,null,null
Kopaganj,Uttar Pradesh,25.93855,83.56516,null,null,null,null,null,null
Taliparamba,Kerala,12.03853,75.38142,null,null,null,null,null,null
Kumarakom,Kerala,9.63277,76.42987,null,null,null,null,null,null
Pasighat,Arunachal Pradesh,28.06802,95.32212,null,null,null,null,null,null
Thycaud,Kerala,8.50146,76.9548,null,null,null,null,null,null
Kopar Khairane,Navi Mumbai,19.09942,73.00565,null,null,null,null,null,null
Rudhauli,Uttar Pradesh,null,null,null,null,null,null,null,null
Machilipatnam,Andhra Pradesh,16.18113,81.13531,null,null,null,null,null,null
Pimpri,Maharashtra,18.6412,73.79504,null,null,null,null,null,null
Bengaluru,Karnataka,12.97987,77.48908,null,null,null,null,null,null
Thiruvananthapuram,Kerala,8.68264,76.91813,null,null,19.3,99.5,32.8,33.0
Kochi,Kerala,10.0197,76.29908,null,null,null,null,null,null
Adilabad,Andhra Pradesh,16.95616,82.23306,null,null,null,null,null,null
Sangareddy,Telangana,17.44173,78.57295,null,null,8.5,93.0,43.2,48.3
Kurnool,Andhra Pradesh,15.85912,79.20087,null,null,2.1,88.5,32.9,58.6
Rasipuram,Namakkal,11.04213,78.35639,null,null,null,null,null,null
Darjeeling,West Bengal,26.71644,88.41791,null,null,null,null,null,null
Ichalkuranji,Maharashtra,17.28989,74.18623,null,null,null,null,null,null
Dibrugarh,Assam,27.48935,94.97449,null,null,8.7,93.1,27.7,70.8
Meerut,Uttar Pradesh,28.47795,78.26485,null,null,5.6,80.6,19.9,45.5
Sion,Maharashtra,19.0383,72.8593,null,null,null,null,null,null
Delhi,West Delhi,28.60165,77.05795,null,null,null,null,null,null
Baner,Maharashtra,18.5604,73.7756,null,null,null,null,null,null
Solan,Himachal Pradesh,30.93988,76.96164,null,null,2.9,90.2,25.2,47.5
Shahbad,Haryana,30.16502,76.86635,null,null,null,null,null,null
Koothattukulam,Kerala,10.26319,76.34929,null,null,null,null,null,null
Tenali,Guntur,16.24315,80.64961,null,null,null,null,null,null
Madhapur,Telangana,17.44693,78.38426,null,null,null,null,null,null
Safdarjung Enclave,Delhi,28.56686,77.19328,null,null,null,null,null,null
Nagole,Telangana,19.67798,78.53577,null,null,null,null,null,null
Imphal,Manipur,24.81633,93.93494,null,null,null,null,null,null
Hajipur,Bihar,25.75355,85.67101,null,null,null,null,null,null
Bharuch,Gujarat,21.85852,72.89031,null,null,20.3,91.1,19.5,71.8
Ranipet,Tamil Nadu,12.94184,79.326,null,null,null,null,null,null
Jamalpur,Punjab,30.90726,75.8492,null,null,null,null,null,null
Mhow,Madhya Pradesh,23.24654,77.42372,null,null,null,null,null,null
Jhansi,Uttar Pradesh,25.69449,79.59068,null,null,13.8,92.9,12.8,41.3
Erattupetta,Kerala,10.1037,76.35033,null,null,null,null,null,null
Ulhasnagar,Maharashtra,19.70897,74.7764,null,null,null,null,null,null
Korba,Chhattisgarh,22.02787,82.34775,null,null,13.4,75.4,18.1,66.4
Rourkela,Odisha,22.24092,84.83449,null,null,null,null,null,null
Maroli,Gujarat,21.7418,72.06385,null,null,null,null,null,null
Navrangpura,Gujarat,21.52097,70.44904,null,null,null,null,null,null
Jjallandhar,Punjab,31.32658,75.62148,null,null,null,null,null,null
Bhokar,Dhule,20.91988,74.76617,null,null,null,null,null,null
Baroda,Gujarat,22.30309,73.18586,null,null,null,null,null,null
Aluva,Kerala,10.10876,76.3499,null,null,null,null,null,null
Palanpur,Banas Kantha,18.64624,73.125,null,null,null,null,null,null
Ballia,Uttar Pradesh,26.47917,80.34387,null,null,20.2,90.0,7.4,52.2
Vennikulam,Kerala,9.39789,76.49872,null,null,null,null,null,null
Basulia,West Bengal,23.32677,88.64176,null,null,null,null,null,null
Chavakkad,Kerala,10.42176,76.27538,null,null,null,null,null,null
Bardoli,Gujarat,21.03901,73.07978,null,null,null,null,null,null
Purulia,West Bengal,23.34907,86.37848,null,null,null,null,null,null
Shahada,Maharashtra,21.54502,74.47329,null,null,null,null,null,null
Kochi,Ernakulam,9.98416,76.28172,null,null,null,null,null,null
Punalur,Kollam,8.52773,76.92609,null,null,null,null,null,null
Virugambakkam,Tamil Nadu,13.05428,80.1853,null,null,null,null,null,null
Kongad,Kerala,11.13126,76.11394,null,null,null,null,null,null
Swamiyarmadam,Tamil Nadu,8.29719,77.25752,null,null,null,null,null,null
Karaikudi,Tamil Nadu,10.07891,78.77421,null,null,null,null,null,null
Nadapuram,Kerala,11.54949,75.79691,null,null,null,null,null,null
Sanawad,Madhya Pradesh,22.66596,76.748,null,null,null,null,null,null
Kumarakom,Pallom,10.60029,76.48873,null,null,null,null,null,null
Thanesar,Haryana,29.97146,76.84328,null,null,null,null,null,null
Udaipur Surajpole,Rajasthan,24.593,73.70035,null,null,null,null,null,null
Rampurhat,West Bengal,22.76472,88.36986,null,null,null,null,null,null
Bhandup (w),Maharashtra,19.15842,72.93793,null,null,null,null,null,null
Khargone,Madhya Pradesh,21.83407,75.61566,null,null,null,null,null,null
Baridua,Meghalaya,26.09775,91.84375,null,null,null,null,null,null
Sahnewal,Ludhiana,30.93387,75.86185,null,null,null,null,null,null
Kandi,West Bengal,21.86716,88.18532,null,null,null,null,null,null
Port Blair,Andaman And Nicobar Islands,11.63523,92.7239,null,null,null,null,null,null
Pehwa,Haryana,29.96654,76.83017,null,null,null,null,null,null
Viman Nagar,Maharashtra,18.56818,73.91479,null,null,null,null,null,null
Kharagpur,West Bengal,22.32215,87.31186,null,null,null,null,null,null
Ponnampet,Karnataka,16.76539,77.13029,null,null,null,null,null,null
Dindigul,Tamil Nadu,10.1426,78.05188,null,null,6.3,97.0,33.3,42.6
Sarkari Sidhpur,Himachal Pradesh,32.19624,76.34301,null,null,null,null,null,null
Ulhasnagar,Thane,18.57516,73.81894,null,null,null,null,null,null
Neyyattinkara,Kerala,8.44237,77.18802,null,null,null,null,null,null
Avidi,Andhra Pradesh,16.82193,81.52837,null,null,null,null,null,null
Kharar,Mohali,30.74102,76.64574,null,null,null,null,null,null
Chakia,Uttar Pradesh,25.04841,83.22295,null,null,null,null,null,null
Ballabgarh,Haryana,28.39359,77.305,null,null,null,null,null,null
New Town,Telangana,16.74893,77.99642,null,null,null,null,null,null
Simdega,Jharkhand,22.67542,84.54359,null,null,15.8,75.7,4.5,70.6
Contai,Midnapore,21.77859,87.75634,null,null,null,null,null,null
Nerul West,Maharashtra,19.03406,73.00839,null,null,null,null,null,null
Boisar,Palghar District,19.80077,72.75839,null,null,null,null,null,null
Upleta,Gujarat,21.7413,70.27708,null,null,null,null,null,null
Vasai East,Maharashtra,19.41705,72.84375,null,null,null,null,null,null
Tirupadiripuliyur,Cuddalore,11.73726,79.76186,null,null,null,null,null,null
Kalpetta,Kerala,11.6045,76.08537,null,null,null,null,null,null
Mazgaon,Maharashtra,18.9681,72.84013,null,null,null,null,null,null
Barasat,Kolkata,22.7089,88.47481,null,null,null,null,null,null
Yeola,Maharashtra,19.1698,72.93201,null,null,null,null,null,null
Nowrangapur,Odisha,19.22646,82.54881,null,null,null,null,null,null
Khed,Maharashtra,17.58518,74.15921,null,null,null,null,null,null
Udgir,Maharashtra,18.38672,77.12789,null,null,null,null,null,null
Madurai City,Tamil Nadu,11.79813,77.79659,null,null,null,null,null,null
Udhampur,Jammu And Kashmir,32.66831,74.83627,null,null,null,null,null,null
Hyderabad,Telangana,17.39612,78.48018,null,null,6.1,98.3,59.7,52.7
Thane,Maharashtra,19.16119,73.15212,null,null,null,null,null,null
Bangalore,Karnataka,13.05055,77.52997,null,null,4.7,99.3,30.6,35.5
Chandrapur,Maharashtra,19.68629,78.19793,null,null,null,null,null,null
Kottayam,Kerala,9.59056,76.55059,null,null,16.1,98.7,48.0,38.7
Adampur,Punjab,31.36344,75.55098,null,null,null,null,null,null
Ghaziabad,Up,28.62722,79.82146,null,null,null,null,null,null
Sirsa,Haryana,29.13987,75.40611,null,null,8.3,99.3,27.2,61.9
Borsad,Gujarat,22.32243,73.2123,null,null,null,null,null,null
Jalandhar,Punjab,31.31792,75.56513,null,null,8.8,92.3,48.3,57.0
Chikmangalore,Karnataka,12.98894,77.50781,null,null,null,null,null,null
Osmanabad,Maharashtra,19.21932,75.20645,null,null,null,null,null,null
Chennai,Salem,11.65858,78.14738,null,null,null,null,null,null
Bhilwara,Rajasthan,25.34906,74.64279,null,null,7.2,95.0,5.9,50.4
Kancheepuram,Tamil Nadu,12.92374,80.11462,null,null,7.2,100.0,40.2,57.0
Hoshangabad,Madhya Pradesh,22.97933,77.58489,null,null,17.7,91.8,22.5,51.9
Tiruppur,Tamil Nadu,11.10616,77.34445,null,null,4.6,100.0,46.4,55.2
Janakpuri,Delhi,28.66126,77.14989,null,null,null,null,null,null
Davengere,Karnataka,14.44902,75.9152,null,null,null,null,null,null
Anand,Gujarat,22.44122,72.94634,null,null,16.5,96.0,22.4,66.4
Mandi,Himachal Pradesh,31.69933,76.79473,null,null,7.1,86.6,16.0,48.9
Indore,Indore,23.71278,77.47475,null,null,null,null,null,null
Udvada,Gujarat,22.31864,73.22067,null,null,null,null,null,null
Karipur,Kerala,12.32705,75.07146,null,null,null,null,null,null
Kalapet,Puducherry,12.04627,79.85518,null,null,null,null,null,null
Kadakkal,Chadayamangalam,8.82533,76.91557,null,null,null,null,null,null
Neb Sarai,Delhi,28.49483,77.18417,null,null,null,null,null,null
Sriperumbudur,Kanchipuram,8.3724,77.29773,null,null,null,null,null,null
Panaji,Goa,15.48487,73.8177,null,null,null,null,null,null
Asansol,West Bengal,23.53776,87.16571,null,null,null,null,null,null
Kondapur,Telangana,17.44791,78.36138,null,null,null,null,null,null
Angul,Orissa,21.47225,83.98262,null,null,null,null,null,null
Abu Road,Rajasthan,26.93916,75.76086,null,null,null,null,null,null
Vijayapura,Karnataka,16.83456,75.7122,null,null,null,null,null,null
Srinagar,Jammu And Kashmir,34.07636,74.81456,null,null,null,null,null,null
Kalyan West,Maharashtra,19.24115,73.14516,null,null,null,null,null,null
Muvattupuzha,Kerala,9.92713,76.54112,null,null,null,null,null,null
Adoni,Andhra Pradesh,15.63084,77.28555,null,null,null,null,null,null
Pithoragarh,Uttarakhand,29.96044,79.11892,null,null,11.3,84.9,17.0,25.5
Yamunanagar,Haryana,30.13854,77.28969,null,null,4.2,94.8,28.0,56.6
Indirapuram,Ghaziabad,28.6425,77.3647,null,null,null,null,null,null
Kompally,Telangana,17.43097,78.18507,null,null,null,null,null,null
Barrackpore,West Bengal,22.75357,88.38042,null,null,null,null,null,null
Malda,West Bengal,24.99093,88.14035,null,null,null,null,null,null
Indore,Madhyapradesh,22.72612,75.88226,null,null,null,null,null,null
Jaunpur,Uttar Pradesh,26.03547,81.69749,null,null,16.2,88.8,7.3,34.0
Thane West,Maharashtra,19.21684,72.98307,null,null,null,null,null,null
Irinjalakuda,Kerala,10.34035,76.21783,null,null,null,null,null,null
Jalandhar-east,Jalandhar,31.86302,74.9584,null,null,null,null,null,null
Chinakakani,Andhra Pradesh,16.41497,80.55757,null,null,null,null,null,null
Roorkee,Uttarakhand,29.86566,77.87737,null,null,null,null,null,null
Aadedeeh,Uttar Pradesh,26.01915,83.57138,null,null,null,null,null,null
Malad East,Maharashtra,19.18559,72.8599,null,null,null,null,null,null
Zirakpur,Punjab,30.7076,76.54815,null,null,null,null,null,null
Tirupattur,Tamil Nadu,8.76235,77.70944,null,null,null,null,null,null
Ichalkaranji,Maharashtra,16.68399,74.45975,null,null,null,null,null,null
Davangere,Karnataka,14.45569,75.91937,null,null,null,null,null,null
Bidar,Karnataka,15.40554,76.17411,null,null,8.1,99.0,21.8,55.9
Dharmavaram,Andhra Pradesh,17.01184,81.77129,null,null,null,null,null,null
Kothrud,Pune,18.50082,73.80898,null,null,null,null,null,null
Rajapalayam,Tamil Nadu,10.75533,78.42391,null,null,null,null,null,null
Ferozepur City,Punjab,29.93966,75.81731,null,null,null,null,null,null
Dombivli,Maharashtra,19.21143,73.09446,null,null,null,null,null,null
Moodbidri,Karnataka,13.06698,74.99651,null,null,null,null,null,null
Goalpara,Assam,26.15604,90.61723,null,null,7.4,92.3,16.2,64.9
Chengannur,Kerala,9.32185,76.6032,null,null,null,null,null,null
Ezhupunna South,Kerala,9.82133,76.29852,null,null,null,null,null,null
Chomu,Rajasthan,27.17312,75.72974,null,null,null,null,null,null
Otur,Maharashtra,19.2705,73.99963,null,null,null,null,null,null
Bolpur,West Bengal,23.67666,87.72447,null,null,null,null,null,null
Chhindwara,Madhya Pradesh,22.05777,78.92379,null,null,3.6,92.2,17.1,41.7
Koradi,Maharashtra,21.21706,79.07967,null,null,null,null,null,null
Nagaon,Assam,26.3522,92.67547,null,null,12.3,83.7,17.9,61.0
Amalner,Maharashtra,21.03836,75.05511,null,null,null,null,null,null
Udumalpet,Tamil Nadu,10.58099,77.24614,null,null,null,null,null,null
Sathyamangalam,Tamil Nadu,11.50268,77.24584,null,null,null,null,null,null
Lunawada,Gujarat,23.12434,73.60607,null,null,null,null,null,null
Vaishali,Ghaziabad,28.64766,77.34531,null,null,null,null,null,null
Manesar,Haryana,28.45028,77.04813,null,null,null,null,null,null
